Entry,localization,relability_score
P33981,Cytosol,Approved
P33981,Nucleoli,Approved
Q7KYR7,Plasma membrane,Approved
Q16363,Cytosol,Approved
Q16363,Plasma membrane,Approved
Q96IP4,Cytosol,Approved
Q96IP4,Nucleoplasm,Approved
Q9NZA1,Nuclear speckles,Approved
Q9HCM7,Cytosol,Approved
Q9HCM7,Nucleoplasm,Approved
Q9HCM7,Plasma membrane,Approved
Q9UJA9,Cytosol,Approved
Q9UJA9,Nucleoplasm,Approved
Q9Y5E7,Nucleoplasm,Approved
Q5XG87,Golgi apparatus,Approved
Q5XG87,Nuclear membrane,Approved
P10912,Cytoplasmic bodies,Approved
P10912,Cytosol,Approved
P51397,Mitochondria,Approved
P51397,Nucleoplasm,Approved
P51397,Vesicles,Approved
P56597,Nuclear bodies,Approved
P56597,Nucleoplasm,Approved
Q13423,Mitochondria,Approved
O60925,Cytosol,Approved
O60925,Plasma membrane,Approved
Q96Q91,Plasma membrane,Approved
Q96Q91,Vesicles,Approved
P28300,Endoplasmic reticulum,Approved
Q9ULB4,Golgi apparatus,Approved
Q96DC7,Mitochondria,Approved
Q96DC7,Nucleoplasm,Approved
P09486,Vesicles,Approved
O96004,Nuclear bodies,Approved
O96004,Nuclear membrane,Approved
O96004,Nucleoplasm,Approved
Q9Y5E4,Plasma membrane,Approved
Q9Y5E4,Vesicles,Approved
Q9Y5E3,Nucleoplasm,Approved
O95263,Cytosol,Approved
O95263,Nucleoplasm,Approved
Q9HAZ1,Actin filaments,Approved
Q9Y5E8,Mitochondria,Approved
Q96D42,Vesicles,Approved
P15848,Golgi apparatus,Approved
P35443,Vesicles,Approved
Q9ULM6,Cytosol,Approved
P20585,Nuclear bodies,Approved
P17342,Cytosol,Approved
Q9Y2P4,Nuclear bodies,Approved
P26639,Actin filaments,Approved
P26639,Cytosol,Approved
Q92187,Golgi apparatus,Approved
P46926,Golgi apparatus,Approved
P46926,Vesicles,Approved
P63208,Cytosol,Approved
P63208,Nucleoplasm,Approved
A5PLN9,Nucleoplasm,Approved
A5PLN9,Plasma membrane,Approved
O95486,Nucleoli fibrillar center,Approved
O95486,Vesicles,Approved
Q96J42,Golgi apparatus,Approved
Q6PID6,Golgi apparatus,Approved
Q6PID6,Nucleoplasm,Approved
Q6PID6,Vesicles,Approved
Q8IX03,Golgi apparatus,Approved
Q14195,Cytosol,Approved
P48729,Cytosol,Approved
Q12766,Nucleoli,Approved
P09619,Golgi apparatus,Approved
O76061,Endoplasmic reticulum,Approved
Q17RY0,Golgi apparatus,Approved
Q17RY0,Nucleoplasm,Approved
Q17RY0,Vesicles,Approved
Q16643,Plasma membrane,Approved
Q6ZN44,Cytosol,Approved
Q6ZN44,Plasma membrane,Approved
Q9Y6D0,Cytosol,Approved
Q9H981,Centrosome,Approved
Q93099,Golgi apparatus,Approved
Q9Y2J4,Cell Junctions,Approved
Q9NQR4,Centrosome,Approved
Q05086,Cytosol,Approved
Q05086,Nucleoplasm,Approved
Q8NHQ1,Cytosol,Approved
Q8NHQ1,Nucleoplasm,Approved
P50120,Golgi apparatus,Approved
P09455,Nucleoplasm,Approved
Q96CQ1,Cytosol,Approved
Q96CQ1,Mitochondria,Approved
Q96CQ1,Nucleoplasm,Approved
Q14188,Mitotic spindle,Approved
Q14188,Vesicles,Approved
Q6UY01,Cytosol,Approved
Q6UY01,Nucleoplasm,Approved
Q16877,Nucleoli,Approved
Q02388,Endoplasmic reticulum,Approved
Q02388,Vesicles,Approved
P61328,Cytosol,Approved
P61328,Nucleoplasm,Approved
Q15057,Endosomes,Approved
O75896,Cytosol,Approved
O75896,Vesicles,Approved
Q9HBI5,Cytosol,Approved
Q9HBI5,Plasma membrane,Approved
Q13191,Nucleoplasm,Approved
Q8WY36,Cytosol,Approved
Q9H095,Actin filaments,Approved
Q04446,Cytosol,Approved
P11172,Cytosol,Approved
Q9Y2L6,Centriolar satellite,Approved
Q9Y2L6,Golgi apparatus,Approved
Q9Y2L6,Nucleoplasm,Approved
P38606,Nucleoplasm,Approved
P38606,Vesicles,Approved
Q9NZ53,Golgi apparatus,Approved
Q9NZ53,Vesicles,Approved
O95196,Mitochondria,Approved
O95196,Nucleoplasm,Approved
O94889,Nuclear bodies,Approved
O94889,Nucleoplasm,Approved
Q9NRQ2,Nuclear bodies,Approved
Q9NRQ2,Nucleoplasm,Approved
Q9NSE2,Cytokinetic bridge,Approved
Q9NSE2,Microtubules,Approved
O15440,Cell Junctions,Approved
O15440,Nucleoplasm,Approved
O15440,Plasma membrane,Approved
Q96IU4,Nucleoli,Approved
Q96DR7,Cytosol,Approved
Q96DR7,Nucleoplasm,Approved
Q9UFB7,Nucleoplasm,Approved
P63316,Actin filaments,Approved
P63316,Mitochondria,Approved
P63316,Nucleoplasm,Approved
P51788,Cytosol,Approved
Q9Y6A9,Golgi apparatus,Approved
Q9Y6A9,Vesicles,Approved
P48751,Nucleoplasm,Approved
P24534,Cytosol,Approved
P24534,Nucleoli fibrillar center,Approved
Q9H8S9,Cytosol,Approved
Q9H8S9,Nucleoli,Approved
Q9H8S9,Nucleoplasm,Approved
Q9BST9,Mitochondria,Approved
Q9BST9,Nucleoplasm,Approved
Q8NG68,Nucleoplasm,Approved
Q8NG68,Vesicles,Approved
Q9Y2W7,Vesicles,Approved
P42025,Microtubules,Approved
Q658P3,Cytosol,Approved
Q658P3,Nucleoli,Approved
Q9NZI6,Nucleoli fibrillar center,Approved
Q9NZQ0,Cytosol,Approved
O75886,Cytosol,Approved
O75886,Nucleoplasm,Approved
Q99726,Cytosol,Approved
Q99726,Nucleoli,Approved
Q99726,Nucleoplasm,Approved
Q99726,Vesicles,Approved
Q9UI10,Endoplasmic reticulum,Approved
Q9H6D8,Aggresome,Approved
Q9H6D8,Cytosol,Approved
Q9H6D8,Nucleoplasm,Approved
P13612,Plasma membrane,Approved
P54750,Nucleoplasm,Approved
P01275,Endoplasmic reticulum,Approved
P01275,Vesicles,Approved
P62841,Cytosol,Approved
P62841,Endoplasmic reticulum,Approved
Q49AM3,Cytosol,Approved
Q49AM3,Nucleoplasm,Approved
Q14449,Cytosol,Approved
Q14449,Nucleoplasm,Approved
Q8N3C7,Vesicles,Approved
O43763,Nucleoplasm,Approved
Q9Y679,Nucleoplasm,Approved
Q9Y679,Vesicles,Approved
Q9NR33,Cytosol,Approved
Q9NR33,Nucleoplasm,Approved
Q9H8M9,Plasma membrane,Approved
Q9NW38,Nuclear bodies,Approved
Q9NW38,Vesicles,Approved
Q9BWT3,Cytosol,Approved
Q9BWT3,Nuclear bodies,Approved
Q9C0G6,Plasma membrane,Approved
P18065,Endoplasmic reticulum,Approved
P24593,Vesicles,Approved
Q70CQ2,Nucleoplasm,Approved
Q9BUP0,Nucleoli fibrillar center,Approved
O60928,Nuclear membrane,Approved
P50991,Nucleoplasm,Approved
P32242,Nucleoplasm,Approved
Q9H8M1,Cytosol,Approved
Q9UNP4,Vesicles,Approved
O43529,Cytosol,Approved
Q9Y4C1,Nucleoplasm,Approved
Q9BRC7,Endoplasmic reticulum,Approved
Q9BRC7,Plasma membrane,Approved
P52746,Nucleoli fibrillar center,Approved
P52746,Nucleoplasm,Approved
P14778,Cytosol,Approved
P14778,Nucleoplasm,Approved
P14778,Plasma membrane,Approved
P14778,Vesicles,Approved
Q01638,Cytosol,Approved
Q01638,Focal adhesion sites,Approved
Q13478,Mitochondria,Approved
Q9NP58,Cytosol,Approved
Q9GZV3,Cell Junctions,Approved
Q9GZV3,Intermediate filaments,Approved
Q9GZV3,Nuclear bodies,Approved
Q15435,Nucleoli,Approved
Q02363,Centrosome,Approved
Q02363,Nuclear bodies,Approved
Q02363,Nucleoplasm,Approved
P11926,Cytosol,Approved
P11926,Plasma membrane,Approved
O43815,Cytosol,Approved
O43815,Nucleoplasm,Approved
Q03701,Vesicles,Approved
Q16769,Cytosol,Approved
Q15042,Cytosol,Approved
Q15042,Nucleoplasm,Approved
Q96LZ7,Golgi apparatus,Approved
Q07687,Nuclear speckles,Approved
P18827,Focal adhesion sites,Approved
Q07889,Cytosol,Approved
Q16719,Nucleoplasm,Approved
O43516,Cytosol,Approved
O43516,Plasma membrane,Approved
Q13416,Cytosol,Approved
O14548,Nucleoli,Approved
Q9NRX1,Nucleoplasm,Approved
P08567,Nucleoli,Approved
Q6YHU6,Cytosol,Approved
Q2M2I8,Cytosol,Approved
Q2M2I8,Plasma membrane,Approved
Q2M2I8,Vesicles,Approved
O60296,Nuclear bodies,Approved
O60296,Nucleoplasm,Approved
O60296,Vesicles,Approved
Q969F8,Vesicles,Approved
Q99814,Actin filaments,Approved
Q99814,Cytokinetic bridge,Approved
Q99814,Cytosol,Approved
Q99814,Nucleoplasm,Approved
Q9UIW0,Nuclear speckles,Approved
P15313,Nuclear membrane,Approved
P15313,Nucleoplasm,Approved
Q16236,Centrosome,Approved
Q16236,Golgi apparatus,Approved
P35270,Nucleoplasm,Approved
Q8TCU4,Centrosome,Approved
Q8TCU4,Cytosol,Approved
Q8TCU4,Nuclear speckles,Approved
O00512,Nuclear bodies,Approved
O00512,Nucleoplasm,Approved
Q9Y2G8,Vesicles,Approved
Q5T089,Mitochondria,Approved
Q5T089,Nucleoplasm,Approved
Q9BXP8,Endoplasmic reticulum,Approved
Q9BXP8,Vesicles,Approved
Q96MN5,Nucleoplasm,Approved
Q96MN5,Vesicles,Approved
P35268,Nucleoli,Approved
P35268,Nucleoplasm,Approved
Q8TDI0,Cytosol,Approved
O00391,Vesicles,Approved
O00186,Nucleoplasm,Approved
Q03721,Cytosol,Approved
Q9BZQ6,Endoplasmic reticulum,Approved
Q9BQA1,Golgi apparatus,Approved
Q6ZMZ0,Cytosol,Approved
Q9BVG3,Focal adhesion sites,Approved
Q9BVG3,Vesicles,Approved
Q9NR48,Golgi apparatus,Approved
O95886,Endoplasmic reticulum,Approved
O95886,Midbody,Approved
O95886,Plasma membrane,Approved
Q9Y2Q5,Nucleoplasm,Approved
Q9Y2Q5,Vesicles,Approved
P19623,Cytosol,Approved
P19623,Nucleoplasm,Approved
Q9UK22,Cytosol,Approved
Q9UK22,Nucleoplasm,Approved
Q9H246,Cytosol,Approved
Q9H246,Nucleoplasm,Approved
Q5T5J6,Cytosol,Approved
O75061,Cytosol,Approved
O75061,Nucleoplasm,Approved
O75061,Plasma membrane,Approved
Q8IYS2,Cytosol,Approved
Q8IYS2,Golgi apparatus,Approved
Q5JXC2,Cytosol,Approved
Q5JXC2,Nucleoplasm,Approved
Q5T9L3,Cytosol,Approved
Q13029,Golgi apparatus,Approved
O75934,Centrosome,Approved
Q9UMS5,Nuclear bodies,Approved
Q9UMS5,Nucleoli,Approved
P06729,Golgi apparatus,Approved
O75037,Cytosol,Approved
O75037,Mitotic spindle,Approved
O75037,Plasma membrane,Approved
Q9P0T7,Vesicles,Approved
Q8IYI6,Cytosol,Approved
Q99598,Cytosol,Approved
Q99598,Golgi apparatus,Approved
O00214,Plasma membrane,Approved
Q9UM19,Cytosol,Approved
P34820,Vesicles,Approved
Q9P2F8,Golgi apparatus,Approved
Q9P2F8,Nuclear bodies,Approved
Q9P2F8,Nuclear membrane,Approved
Q9P2F8,Nucleoplasm,Approved
Q13129,Nucleoli,Approved
Q13129,Nucleoplasm,Approved
Q5T5D7,Cytosol,Approved
Q5T5D7,Nucleoplasm,Approved
Q9UJD0,Mitochondria,Approved
Q9UJD0,Nucleoli,Approved
Q9UJD0,Nucleoplasm,Approved
P41162,Nucleoplasm,Approved
P41162,Vesicles,Approved
Q9BVH7,Vesicles,Approved
P09326,Cytosol,Approved
P09326,Nucleoli fibrillar center,Approved
P09326,Plasma membrane,Approved
O95490,Plasma membrane,Approved
Q16222,Nucleoplasm,Approved
Q16222,Plasma membrane,Approved
Q9H568,Cytosol,Approved
P49798,Cytosol,Approved
Q53G59,Centriolar satellite,Approved
Q9Y2D8,Cell Junctions,Approved
Q9NWK9,Nuclear speckles,Approved
Q9NWK9,Vesicles,Approved
Q9P2E2,Plasma membrane,Approved
B7ZAQ6,Endoplasmic reticulum,Approved
Q07002,Actin filaments,Approved
Q14376,Cytosol,Approved
Q14376,Golgi apparatus,Approved
P15529,Plasma membrane,Approved
Q32P28,Nucleoli,Approved
Q32P28,Vesicles,Approved
Q99437,Cytosol,Approved
O60909,Vesicles,Approved
O43414,Cytosol,Approved
O43414,Nucleoplasm,Approved
P14550,Nucleoplasm,Approved
Q06830,Mitochondria,Approved
Q92569,Nucleoplasm,Approved
Q92569,Vesicles,Approved
O60635,Nucleoplasm,Approved
O60635,Vesicles,Approved
Q5TID7,Nuclear speckles,Approved
O60779,Cytosol,Approved
O00519,Cytosol,Approved
P13726,Vesicles,Approved
O75379,Golgi apparatus,Approved
Q9H2P9,Golgi apparatus,Approved
Q9H2P9,Nucleoli,Approved
Q9UKA9,Nucleoplasm,Approved
P23510,Nucleoplasm,Approved
P23510,Vesicles,Approved
P30041,Plasma membrane,Approved
Q6PI48,Nucleoplasm,Approved
O14896,Nucleoplasm,Approved
Q32ZL2,Cytosol,Approved
Q32ZL2,Plasma membrane,Approved
Q9UKA8,Nuclear speckles,Approved
Q9UKA8,Nucleoli fibrillar center,Approved
Q9BUV0,Nucleoplasm,Approved
P16949,Cytosol,Approved
Q9H019,Cell Junctions,Approved
Q9H019,Mitochondria,Approved
Q86Y82,Nucleoplasm,Approved
Q2M3M2,Actin filaments,Approved
Q2M3M2,Cytosol,Approved
O15446,Mitochondria,Approved
P30926,Endoplasmic reticulum,Approved
O43280,Cytosol,Approved
O43280,Vesicles,Approved
Q9NQC8,Actin filaments,Approved
P22894,Vesicles,Approved
P02647,Cytosol,Approved
P02647,Vesicles,Approved
Q9H0D2,Cytosol,Approved
Q9H0D2,Nucleoplasm,Approved
Q9Y664,Plasma membrane,Approved
Q9Y664,Vesicles,Approved
Q5T1V6,Actin filaments,Approved
Q5T1V6,Nucleoplasm,Approved
P07320,Cytosol,Approved
P07320,Vesicles,Approved
Q8N565,Vesicles,Approved
O60462,Nucleoplasm,Approved
O60462,Plasma membrane,Approved
O60462,Vesicles,Approved
P02766,Golgi apparatus,Approved
Q8WWF1,Plasma membrane,Approved
Q9ULX7,Plasma membrane,Approved
Q12912,Endoplasmic reticulum,Approved
Q12912,Plasma membrane,Approved
Q15005,Nucleoplasm,Approved
Q9P2H5,Nucleoli fibrillar center,Approved
Q9P2H5,Nucleoplasm,Approved
Q9UKL3,Nuclear bodies,Approved
Q9UKL3,Nucleoli,Approved
Q15651,Cytosol,Approved
Q7Z6J8,Rods & Rings,Approved
Q9BQI5,Mitochondria,Approved
Q92576,Nucleoplasm,Approved
Q8TB52,Microtubules,Approved
P21580,Centrosome,Approved
P21580,Cytosol,Approved
Q9P0M2,Vesicles,Approved
O43687,Vesicles,Approved
Q13637,Cytosol,Approved
P10242,Cytosol,Approved
Q9H2A2,Centrosome,Approved
Q9H2A2,Nucleoplasm,Approved
Q9NTX7,Nucleoplasm,Approved
Q9Y2B1,Golgi apparatus,Approved
Q9Y2B1,Nucleoplasm,Approved
Q9BV40,Golgi apparatus,Approved
Q9BV40,Plasma membrane,Approved
Q8NEN0,Nucleoplasm,Approved
Q9GZN2,Centrosome,Approved
Q9UNQ0,Nucleoplasm,Approved
O95210,Endoplasmic reticulum,Approved
Q14094,Nuclear bodies,Approved
Q14094,Nucleoplasm,Approved
P49788,Endoplasmic reticulum,Approved
P49788,Golgi apparatus,Approved
Q9H3U5,Cytosol,Approved
Q9H3U5,Plasma membrane,Approved
O60437,Cytosol,Approved
O60437,Nucleoplasm,Approved
Q9Y4X4,Cytosol,Approved
Q9Y4X4,Nucleoplasm,Approved
P15374,Nucleoplasm,Approved
O14917,Cytosol,Approved
O14917,Plasma membrane,Approved
O14917,Vesicles,Approved
Q53T59,Cytosol,Approved
Q53T59,Nucleoli,Approved
P63146,Cytosol,Approved
P63146,Nucleoplasm,Approved
P63146,Plasma membrane,Approved
P63146,Vesicles,Approved
Q9Y2T3,Nucleoplasm,Approved
Q9UDY2,Nucleoplasm,Approved
O14713,Nuclear bodies,Approved
Q53HC0,Nucleoplasm,Approved
O95758,Nucleoplasm,Approved
Q5T1M5,Cytosol,Approved
Q5T1M5,Nucleoli,Approved
Q9NX38,Cytosol,Approved
Q9NX38,Nucleoplasm,Approved
Q9NX38,Plasma membrane,Approved
Q96EX3,Cytosol,Approved
Q53GS7,Nucleoli,Approved
Q7Z7A1,Centriolar satellite,Approved
Q13049,Intermediate filaments,Approved
Q9UKT8,Nucleoplasm,Approved
Q96H35,Cytokinetic bridge,Approved
Q9BPZ7,Cytosol,Approved
Q9Y283,Cytosol,Approved
Q9Y283,Plasma membrane,Approved
Q8IXK2,Cell Junctions,Approved
Q8IXK2,Plasma membrane,Approved
Q9H553,Golgi apparatus,Approved
O75351,Vesicles,Approved
O95948,Actin filaments,Approved
Q9UFG5,Intermediate filaments,Approved
Q96K62,Cytosol,Approved
Q96K62,Nuclear bodies,Approved
Q8WV16,Nucleoplasm,Approved
Q9Y324,Nucleoplasm,Approved
P49763,Cytosol,Approved
P49763,Mitochondria,Approved
P49763,Nucleoplasm,Approved
Q9H2X8,Cytosol,Approved
Q9H2X8,Nucleoli,Approved
Q8ND07,Centriolar satellite,Approved
Q8ND07,Nucleoplasm,Approved
Q8ND07,Plasma membrane,Approved
P07311,Cytosol,Approved
P07311,Nucleoplasm,Approved
Q4LDG9,Centriolar satellite,Approved
P49753,Mitochondria,Approved
Q14767,Nucleoplasm,Approved
Q9UHC1,Nucleoplasm,Approved
P10600,Vesicles,Approved
Q53FD0,Mitochondria,Approved
Q53FD0,Nuclear speckles,Approved
O95718,Cytosol,Approved
P49770,Focal adhesion sites,Approved
P49770,Nucleoplasm,Approved
P49770,Plasma membrane,Approved
Q86VK4,Nuclear bodies,Approved
P17081,Cytosol,Approved
P17081,Vesicles,Approved
Q96CT2,Cytosol,Approved
Q96CT2,Mitochondria,Approved
Q6NUQ4,Cytosol,Approved
Q6NUQ4,Golgi apparatus,Approved
P68106,Vesicles,Approved
P62699,Cytosol,Approved
P62699,Nucleoplasm,Approved
Q8NCA5,Vesicles,Approved
Q9BSR8,Plasma membrane,Approved
Q9BSR8,Vesicles,Approved
Q3ZCW2,Nucleoplasm,Approved
Q96F85,Cytosol,Approved
Q9P021,Nucleoli fibrillar center,Approved
Q9P021,Nucleoplasm,Approved
Q9NRA2,Cytosol,Approved
Q5TC84,Golgi apparatus,Approved
Q5TC84,Nucleoplasm,Approved
Q9HB03,Cytosol,Approved
Q9HB03,Vesicles,Approved
P09913,Vesicles,Approved
Q9HCL2,Mitochondria,Approved
Q8N2H3,Mitochondria,Approved
Q9NRU3,Cytosol,Approved
Q9NRU3,Plasma membrane,Approved
P50539,Cytosol,Approved
P50539,Nucleoli,Approved
P50539,Nucleoli rim,Approved
Q9NRZ9,Golgi apparatus,Approved
Q9NRZ9,Nucleoplasm,Approved
Q9NRZ9,Vesicles,Approved
Q6NUS6,Microtubules,Approved
Q8TCE6,Vesicles,Approved
Q5T686,Nucleoplasm,Approved
Q5T686,Plasma membrane,Approved
Q9BZH6,Cytosol,Approved
Q9BZH6,Microtubules,Approved
Q5T2E6,Vesicles,Approved
Q9NS61,Vesicles,Approved
Q5T655,Cytosol,Approved
Q5T655,Plasma membrane,Approved
Q5T655,Vesicles,Approved
P28562,Cytosol,Approved
P28562,Nucleoli,Approved
Q9H999,Golgi apparatus,Approved
Q9Y2P8,Nucleoplasm,Approved
Q9H8G2,Vesicles,Approved
Q9NQ60,Actin filaments,Approved
Q9NQ60,Plasma membrane,Approved
Q14641,Vesicles,Approved
Q86VZ4,Plasma membrane,Approved
Q86VZ4,Vesicles,Approved
Q8IYT3,Cell Junctions,Approved
Q8IYT3,Golgi apparatus,Approved
Q9Y5E9,Vesicles,Approved
Q9Y5F1,Plasma membrane,Approved
Q96JE7,Actin filaments,Approved
Q96JE7,Endoplasmic reticulum,Approved
Q96JE7,Plasma membrane,Approved
Q9BWD1,Cytosol,Approved
Q9BWD1,Nucleoplasm,Approved
Q9BWV7,Nuclear membrane,Approved
Q9BWV7,Nucleoli,Approved
Q92543,Mitochondria,Approved
P36575,Golgi apparatus,Approved
Q9NPA8,Mitochondria,Approved
Q9NPA8,Nucleoplasm,Approved
Q5T5P2,Cytosol,Approved
Q5T5P2,Nucleoplasm,Approved
Q9UPP2,Nucleoplasm,Approved
Q9BR77,Nuclear membrane,Approved
Q86XN7,Cytosol,Approved
Q86XN7,Nucleoplasm,Approved
Q9Y673,Cytosol,Approved
Q9Y6X1,Endoplasmic reticulum,Approved
Q14651,Plasma membrane,Approved
Q9Y2G7,Cytosol,Approved
P13056,Cell Junctions,Approved
P13056,Cytosol,Approved
O75691,Plasma membrane,Approved
Q9H1C3,Golgi apparatus,Approved
Q9H1C3,Vesicles,Approved
O14508,Endoplasmic reticulum,Approved
Q9Y3C0,Vesicles,Approved
O14727,Golgi apparatus,Approved
O14727,Nucleoplasm,Approved
P48454,Vesicles,Approved
P16860,Cytosol,Approved
P16860,Vesicles,Approved
Q9Y5Z9,Vesicles,Approved
Q9Y5V0,Plasma membrane,Approved
O75608,Cytosol,Approved
O75608,Nucleoplasm,Approved
Q14258,Nuclear bodies,Approved
Q9HB40,Golgi apparatus,Approved
Q13207,Cytosol,Approved
Q13207,Nucleoplasm,Approved
P78383,Endoplasmic reticulum,Approved
P78383,Nucleoplasm,Approved
P78383,Vesicles,Approved
P57082,Vesicles,Approved
Q8IWB6,Cytosol,Approved
Q8IWB6,Plasma membrane,Approved
Q8IWB6,Vesicles,Approved
Q9C073,Nucleoplasm,Approved
A2VDJ0,Vesicles,Approved
P51828,Plasma membrane,Approved
Q63HK5,Plasma membrane,Approved
Q86YB7,Mitochondria,Approved
Q9NYW0,Actin filaments,Approved
Q9NYW0,Plasma membrane,Approved
Q9NYW0,Vesicles,Approved
Q8WU10,Nuclear speckles,Approved
P10997,Vesicles,Approved
Q6P9A3,Cytosol,Approved
Q6P9A3,Nucleoplasm,Approved
Q8TBC5,Nucleoplasm,Approved
Q13398,Mitochondria,Approved
Q13398,Rods & Rings,Approved
Q9UPQ7,Nucleoplasm,Approved
Q969G2,Nuclear speckles,Approved
Q7Z2T5,Nucleoli,Approved
Q7Z2T5,Nucleoplasm,Approved
Q96IW7,Golgi apparatus,Approved
Q96IW7,Vesicles,Approved
P01040,Cytosol,Approved
P01040,Nucleoplasm,Approved
Q7L190,Cytosol,Approved
Q7L190,Mitotic chromosome,Approved
Q7L190,Nucleoli,Approved
Q7L190,Nucleoli rim,Approved
Q7L190,Nucleoplasm,Approved
Q9BSY9,Vesicles,Approved
Q96QD5,Cytosol,Approved
Q96QD5,Nucleoli,Approved
Q96QD5,Nucleoplasm,Approved
Q9UKJ0,Mitochondria,Approved
Q9UBW7,Endoplasmic reticulum,Approved
Q9UBW7,Nucleoplasm,Approved
P05413,Golgi apparatus,Approved
Q9GZU3,Vesicles,Approved
O94933,Mitochondria,Approved
P42336,Cytosol,Approved
P42336,Mitochondria,Approved
O43766,Mitochondria,Approved
O43766,Nucleoplasm,Approved
Q969K7,Vesicles,Approved
P17040,Nucleoplasm,Approved
Q4AE62,Cytosol,Approved
P27037,Cytosol,Approved
Q496J9,Vesicles,Approved
P36888,Endoplasmic reticulum,Approved
Q6T310,Nuclear bodies,Approved
O95164,Centrosome,Approved
Q7Z6M4,Cytosol,Approved
O43895,Cytosol,Approved
O43895,Plasma membrane,Approved
O75995,Nuclear bodies,Approved
O75995,Nucleoplasm,Approved
O75995,Plasma membrane,Approved
Q01968,Centriolar satellite,Approved
Q01968,Cytosol,Approved
Q01968,Microtubules,Approved
P00747,Vesicles,Approved
Q96A73,Nucleoplasm,Approved
P53621,Cytosol,Approved
P53621,Golgi apparatus,Approved
P53621,Nucleoplasm,Approved
Q9HBG7,Centriolar satellite,Approved
Q9HBG7,Plasma membrane,Approved
O75112,Nucleoplasm,Approved
O95201,Nucleoplasm,Approved
Q5VX52,Cytosol,Approved
Q5VX52,Plasma membrane,Approved
Q9NUP7,Cytosol,Approved
Q9NUP7,Nuclear bodies,Approved
Q9NUP7,Nucleoplasm,Approved
Q9NUP7,Plasma membrane,Approved
Q5T9S5,Cytosol,Approved
Q5T9S5,Nucleoplasm,Approved
Q8N2U9,Nucleoplasm,Approved
P0CE72,Cytosol,Approved
P0CE72,Plasma membrane,Approved
Q16181,Actin filaments,Approved
Q7L9B9,Nuclear speckles,Approved
Q7L9B9,Vesicles,Approved
Q8IXQ5,Plasma membrane,Approved
Q9BSE4,Nucleoli,Approved
Q9BSE4,Nucleoli rim,Approved
P31268,Nuclear membrane,Approved
O95302,Golgi apparatus,Approved
O95302,Mitochondria,Approved
O95302,Vesicles,Approved
Q9H0P0,Cytosol,Approved
Q9NP87,Nucleoplasm,Approved
Q2TAY7,Vesicles,Approved
Q9H1U9,Mitochondria,Approved
O60575,Golgi apparatus,Approved
O60575,Nucleoplasm,Approved
O60575,Vesicles,Approved
P21399,Mitochondria,Approved
Q5QP82,Nucleoli fibrillar center,Approved
Q9HCM3,Intermediate filaments,Approved
Q9HCM3,Nuclear membrane,Approved
P51857,Nucleoplasm,Approved
Q8NFP7,Cytosol,Approved
Q9Y4Z2,Nuclear speckles,Approved
Q9Y4Z2,Nucleoplasm,Approved
Q7LGC8,Cytosol,Approved
Q7LGC8,Golgi apparatus,Approved
Q9H694,Centrosome,Approved
Q9H694,Cytosol,Approved
P13674,Vesicles,Approved
P16260,Mitochondria,Approved
O14578,Cytosol,Approved
Q8WYA0,Centrosome,Approved
Q8WYA0,Cytosol,Approved
Q8TDD1,Golgi apparatus,Approved
Q8TDD1,Nucleoli,Approved
Q8TDD1,Nucleoplasm,Approved
Q71F56,Golgi apparatus,Approved
Q71F56,Nucleoplasm,Approved
P42773,Cytosol,Approved
P42773,Nucleoplasm,Approved
Q8NHQ8,Cytosol,Approved
Q8NHQ8,Mitochondria,Approved
Q9C0J9,Vesicles,Approved
Q14714,Nuclear membrane,Approved
Q14714,Nucleoplasm,Approved
Q7Z6B0,Nucleoplasm,Approved
Q9H0M0,Cytosol,Approved
Q9H0M0,Golgi apparatus,Approved
Q9H0M0,Plasma membrane,Approved
Q9Y305,Cytosol,Approved
Q9Y305,Nucleoplasm,Approved
Q9Y305,Plasma membrane,Approved
O00148,Nuclear speckles,Approved
Q16512,Cytokinetic bridge,Approved
Q16512,Plasma membrane,Approved
Q9BQ61,Nucleoplasm,Approved
P48960,Cytosol,Approved
Q9BRX9,Centriolar satellite,Approved
Q9BRX9,Nucleoplasm,Approved
Q9BRX9,Vesicles,Approved
O14908,Cell Junctions,Approved
O14908,Nucleoplasm,Approved
O14908,Plasma membrane,Approved
Q5W111,Vesicles,Approved
Q9BYT8,Mitochondria,Approved
Q86UX2,Golgi apparatus,Approved
Q86UX2,Vesicles,Approved
P43897,Nucleoplasm,Approved
Q9BRR9,Cell Junctions,Approved
Q9BRR9,Plasma membrane,Approved
Q99542,Endoplasmic reticulum,Approved
Q99542,Vesicles,Approved
Q99471,Intermediate filaments,Approved
P22736,Nuclear membrane,Approved
Q07954,Vesicles,Approved
O43248,Cytosol,Approved
Q16621,Actin filaments,Approved
Q16621,Nucleoplasm,Approved
Q9NVX7,Cytosol,Approved
Q9NVX7,Nucleoplasm,Approved
Q9NVX7,Vesicles,Approved
Q9UL12,Mitochondria,Approved
P09172,Endoplasmic reticulum,Approved
Q5TC12,Mitochondria,Approved
Q14627,Cell Junctions,Approved
Q14627,Plasma membrane,Approved
Q14627,Vesicles,Approved
Q03692,Endoplasmic reticulum,Approved
P17707,Nucleoplasm,Approved
Q7Z2Y5,Cytosol,Approved
Q7Z2Y5,Nucleoplasm,Approved
Q6PEV8,Cytosol,Approved
Q6PEV8,Golgi apparatus,Approved
